observation_id,bird_id,area_id,species_count,made_sound,camera,observation_date
6,202,65,4,TRUE,Nikon,2021-10-29
6,186,188,8,TRUE,Canon,2021-10-29
6,178,42,8,TRUE,Phone,2021-10-29
6,19,26,3,FALSE,Nikon,2021-10-29
6,83,119,3,FALSE,Phone,2021-10-29
6,42,68,8,TRUE,Nikon,2021-10-29
6,203,99,2,FALSE,Phone,2021-10-29
6,49,100,2,FALSE,Nikon,2021-10-29
6,199,101,3,FALSE,None,2021-10-29
6,39,53,3,FALSE,None,2021-10-29
6,88,11,5,TRUE,Nikon,2021-10-29
6,97,41,8,FALSE,Panasonic,2021-10-29
6,86,156,3,FALSE,Canon,2021-10-29
6,128,98,3,FALSE,Canon,2021-10-29
6,105,153,9,TRUE,Nikon,2021-10-29
6,48,85,11,TRUE,Canon,2021-10-29
6,20,191,1,TRUE,Sony,2021-10-29
6,19,30,7,FALSE,Canon,2021-10-29
6,185,63,8,TRUE,Phone,2021-10-29
6,210,111,10,TRUE,Canon,2021-10-29
7,210,74,5,FALSE,Canon,2021-08-29
7,64,47,7,FALSE,Canon,2021-08-29
7,153,120,3,TRUE,Canon,2021-08-29
7,65,85,2,TRUE,Phone,2021-08-29
7,164,55,10,TRUE,Canon,2021-08-29
7,79,145,9,TRUE,Phone,2021-08-29
7,139,117,5,FALSE,Panasonic,2021-08-29
7,30,31,4,TRUE,Canon,2021-08-29
7,54,47,4,TRUE,Nikon,2021-08-29
7,117,80,2,FALSE,Nikon,2021-08-29
7,43,191,7,FALSE,Nikon,2021-08-29
7,62,155,11,FALSE,Canon,2021-08-29
7,203,182,9,TRUE,Canon,2021-08-29
7,173,152,7,TRUE,Canon,2021-08-29
7,23,84,4,FALSE,Panasonic,2021-08-29
7,143,23,4,FALSE,Panasonic,2021-08-29
7,141,71,6,FALSE,Panasonic,2021-08-29
7,125,62,6,TRUE,Nikon,2021-08-29
8,134,59,6,TRUE,Canon,2018-07-10
8,125,17,5,TRUE,Canon,2018-07-10
8,190,115,3,TRUE,Nikon,2018-07-10
8,138,128,6,FALSE,None,2018-07-10
8,25,172,9,FALSE,Canon,2018-07-10
8,133,55,6,FALSE,Canon,2018-07-10
8,146,124,2,TRUE,Nikon,2018-07-10
8,209,109,10,FALSE,Canon,2018-07-10
8,109,74,6,FALSE,None,2018-07-10
8,47,190,5,TRUE,Nikon,2018-07-10
8,91,51,7,TRUE,Nikon,2018-07-10
8,119,78,9,TRUE,Phone,2018-07-10
8,5,16,3,FALSE,None,2018-07-10
8,40,104,9,FALSE,None,2018-07-10
8,102,44,3,TRUE,Phone,2018-07-10
8,164,82,4,TRUE,Nikon,2018-07-10
8,143,107,3,FALSE,Nikon,2018-07-10
8,118,177,7,FALSE,None,2018-07-10
8,70,125,9,FALSE,None,2018-07-10
8,145,83,6,FALSE,Nikon,2018-07-10
8,186,185,2,FALSE,None,2018-07-10
8,163,26,3,TRUE,Nikon,2018-07-10
8,93,6,6,TRUE,Sony,2018-07-10
8,109,119,6,TRUE,Canon,2018-07-10
8,48,153,10,TRUE,Phone,2018-07-10
8,48,19,2,TRUE,Nikon,2018-07-10
8,9,77,6,TRUE,Nikon,2018-07-10
8,146,133,3,TRUE,Phone,2018-07-10
8,130,114,3,TRUE,Sony,2018-07-10
9,9,99,2,TRUE,Sony,2021-10-08
9,8,44,5,FALSE,None,2021-10-08
9,184,40,6,TRUE,Nikon,2021-10-08
9,187,141,6,TRUE,Nikon,2021-10-08
9,164,182,2,TRUE,Nikon,2021-10-08
9,6,31,1,FALSE,None,2021-10-08
9,8,101,7,TRUE,Canon,2021-10-08
9,83,64,6,TRUE,Canon,2021-10-08
9,7,97,1,TRUE,Phone,2021-10-08
9,88,12,8,TRUE,Nikon,2021-10-08
9,4,38,1,TRUE,Nikon,2021-10-08
9,155,164,9,TRUE,Phone,2021-10-08
9,160,15,5,TRUE,Canon,2021-10-08
9,107,162,4,FALSE,Canon,2021-10-08
9,3,152,11,FALSE,None,2021-10-08
9,28,172,5,FALSE,None,2021-10-08
9,114,40,9,TRUE,Nikon,2021-10-08
9,92,3,10,TRUE,Phone,2021-10-08
9,180,138,7,FALSE,Nikon,2021-10-08
9,143,19,8,FALSE,None,2021-10-08
9,174,185,8,FALSE,Canon,2021-10-08
9,96,64,9,TRUE,Nikon,2021-10-08
9,144,180,7,FALSE,Sony,2021-10-08
9,207,2,9,TRUE,Canon,2021-10-08
9,49,54,2,FALSE,Canon,2021-10-08
9,34,44,5,FALSE,None,2021-10-08
9,214,127,11,TRUE,Nikon,2021-10-08
9,41,43,9,TRUE,Sony,2021-10-08
9,60,46,7,FALSE,Canon,2021-10-08
10,67,29,4,TRUE,Nikon,2017-06-09
10,56,85,9,FALSE,None,2017-06-09
10,43,67,1,FALSE,Panasonic,2017-06-09
10,40,179,5,FALSE,None,2017-06-09
10,145,138,6,FALSE,Panasonic,2017-06-09
10,191,124,4,FALSE,Canon,2017-06-09
10,157,193,3,FALSE,Panasonic,2017-06-09
10,156,175,4,TRUE,Phone,2017-06-09
10,12,60,8,TRUE,Phone,2017-06-09
10,147,68,10,FALSE,None,2017-06-09
10,48,116,6,FALSE,Panasonic,2017-06-09
10,4,113,8,TRUE,Phone,2017-06-09
10,211,52,10,FALSE,Canon,2017-06-09
10,86,90,2,FALSE,Canon,2017-06-09
10,212,65,9,TRUE,Phone,2017-06-09
10,149,185,8,TRUE,Nikon,2017-06-09
10,198,173,1,FALSE,Canon,2017-06-09
10,34,80,9,FALSE,Canon,2017-06-09
10,84,148,7,TRUE,Nikon,2017-06-09
10,6,138,8,TRUE,Nikon,2017-06-09
10,62,167,2,TRUE,Nikon,2017-06-09
10,27,13,5,TRUE,Nikon,2017-06-09
10,189,47,9,TRUE,Phone,2017-06-09
10,88,145,10,TRUE,Nikon,2017-06-09
10,50,17,10,FALSE,Panasonic,2017-06-09
10,89,168,2,FALSE,Canon,2017-06-09
11,152,144,9,TRUE,Canon,2019-08-29
11,188,119,5,FALSE,Panasonic,2019-08-29
11,89,120,8,TRUE,Canon,2019-08-29
11,208,52,4,TRUE,Canon,2019-08-29
11,34,171,7,TRUE,Canon,2019-08-29
11,96,71,7,FALSE,None,2019-08-29
11,120,152,6,FALSE,Nikon,2019-08-29
11,120,55,4,TRUE,Phone,2019-08-29
11,116,23,5,FALSE,Panasonic,2019-08-29
11,17,108,2,FALSE,None,2019-08-29
11,54,82,2,TRUE,Phone,2019-08-29
11,156,7,11,TRUE,Phone,2019-08-29
11,161,50,9,FALSE,None,2019-08-29
11,153,83,4,TRUE,Nikon,2019-08-29
11,76,34,10,TRUE,Nikon,2019-08-29
11,193,24,2,FALSE,None,2019-08-29
11,170,61,5,TRUE,Nikon,2019-08-29
11,167,179,8,TRUE,Canon,2019-08-29
11,138,70,4,TRUE,Phone,2019-08-29
11,128,110,10,TRUE,Phone,2019-08-29
11,126,112,10,TRUE,Canon,2019-08-29
11,114,166,10,TRUE,Phone,2019-08-29
11,110,115,2,FALSE,Nikon,2019-08-29
11,193,121,2,TRUE,Phone,2019-08-29
12,196,71,9,TRUE,Nikon,2021-04-29
12,26,146,7,FALSE,Canon,2021-04-29
12,168,132,6,FALSE,Canon,2021-04-29
12,128,107,7,TRUE,Sony,2021-04-29
12,43,98,6,TRUE,Sony,2021-04-29
12,176,92,10,FALSE,Nikon,2021-04-29
12,31,182,1,TRUE,Phone,2021-04-29
12,130,31,1,TRUE,Nikon,2021-04-29
12,57,161,9,TRUE,Canon,2021-04-29
12,111,30,6,FALSE,Canon,2021-04-29
12,187,159,3,FALSE,Nikon,2021-04-29
12,25,170,8,FALSE,Nikon,2021-04-29
12,162,141,9,TRUE,Canon,2021-04-29
12,33,188,9,FALSE,Nikon,2021-04-29
12,85,96,5,TRUE,Sony,2021-04-29
12,8,111,10,FALSE,Canon,2021-04-29
12,63,150,7,TRUE,Sony,2021-04-29
12,44,50,6,FALSE,Panasonic,2021-04-29
12,78,143,10,FALSE,None,2021-04-29
12,110,69,8,TRUE,Nikon,2021-04-29
12,75,86,5,FALSE,Canon,2021-04-29
12,209,180,8,TRUE,Nikon,2021-04-29
12,176,134,6,TRUE,Phone,2021-04-29
12,126,172,5,FALSE,Canon,2021-04-29
13,111,114,4,TRUE,Phone,2018-08-12
13,182,19,6,FALSE,Panasonic,2018-08-12
13,195,82,5,TRUE,Nikon,2018-08-12
13,56,34,5,TRUE,Nikon,2018-08-12
13,116,147,2,FALSE,Canon,2018-08-12
13,26,37,2,TRUE,Phone,2018-08-12
13,133,175,6,TRUE,Nikon,2018-08-12
13,23,57,1,TRUE,Phone,2018-08-12
13,102,157,3,TRUE,Canon,2018-08-12
13,157,152,10,TRUE,Phone,2018-08-12
13,100,183,9,TRUE,Sony,2018-08-12
13,175,81,8,TRUE,Sony,2018-08-12
13,162,86,9,TRUE,Sony,2018-08-12
13,76,181,7,TRUE,Sony,2018-08-12
13,52,140,11,TRUE,Nikon,2018-08-12
13,56,91,2,FALSE,Nikon,2018-08-12
13,14,50,4,TRUE,Sony,2018-08-12
13,169,189,9,TRUE,Canon,2018-08-12
13,2,113,5,FALSE,Canon,2018-08-12
13,118,124,4,FALSE,Nikon,2018-08-12
13,214,108,9,FALSE,None,2018-08-12
13,115,13,8,TRUE,Nikon,2018-08-12
13,45,68,10,TRUE,Canon,2018-08-12
13,137,84,2,TRUE,Sony,2018-08-12
13,52,153,7,FALSE,Panasonic,2018-08-12
13,119,138,10,TRUE,Phone,2018-08-12
13,15,121,9,FALSE,None,2018-08-12
13,57,79,10,TRUE,Nikon,2018-08-12
13,28,172,7,TRUE,Phone,2018-08-12
13,137,148,9,TRUE,Sony,2018-08-12
13,67,116,10,FALSE,Canon,2018-08-12
13,88,155,4,FALSE,Canon,2018-08-12
13,37,122,3,FALSE,Panasonic,2018-08-12
13,125,43,10,TRUE,Canon,2018-08-12
13,115,44,2,TRUE,Nikon,2018-08-12
13,3,97,5,TRUE,Phone,2018-08-12
13,89,191,8,TRUE,Canon,2018-08-12
13,196,85,7,FALSE,Nikon,2018-08-12
13,83,69,9,FALSE,None,2018-08-12
14,186,172,9,TRUE,Canon,2018-11-25
14,83,4,5,TRUE,Nikon,2018-11-25
14,156,61,3,TRUE,Nikon,2018-11-25
14,174,21,7,TRUE,Nikon,2018-11-25
14,40,107,11,FALSE,Nikon,2018-11-25
14,43,14,6,FALSE,None,2018-11-25
14,158,65,3,FALSE,None,2018-11-25
14,40,192,1,FALSE,Canon,2018-11-25
14,78,2,9,FALSE,Canon,2018-11-25
14,65,95,1,FALSE,Canon,2018-11-25
14,107,80,11,TRUE,Nikon,2018-11-25
14,49,175,8,TRUE,Canon,2018-11-25
14,98,19,7,TRUE,Canon,2018-11-25
14,131,126,2,FALSE,Panasonic,2018-11-25
14,94,53,5,FALSE,None,2018-11-25
14,164,1,8,TRUE,Phone,2018-11-25
14,143,44,7,TRUE,Canon,2018-11-25
14,116,163,11,FALSE,Nikon,2018-11-25
14,172,67,6,FALSE,Panasonic,2018-11-25
14,26,148,6,TRUE,Sony,2018-11-25
14,65,151,3,FALSE,Canon,2018-11-25
14,213,162,3,FALSE,Panasonic,2018-11-25
14,192,76,6,FALSE,Canon,2018-11-25
14,32,88,5,TRUE,Nikon,2018-11-25
14,17,83,2,FALSE,Canon,2018-11-25
14,116,105,2,TRUE,Sony,2018-11-25
15,22,158,3,FALSE,None,2020-12-18
15,21,128,5,TRUE,Canon,2020-12-18
15,18,70,5,TRUE,Nikon,2020-12-18
15,158,23,9,FALSE,Canon,2020-12-18
15,85,5,9,TRUE,Canon,2020-12-18
15,118,44,3,FALSE,Panasonic,2020-12-18
15,152,12,9,FALSE,None,2020-12-18
15,15,142,9,TRUE,Canon,2020-12-18
15,60,16,8,TRUE,Canon,2020-12-18
15,187,124,8,FALSE,Panasonic,2020-12-18
15,104,20,8,TRUE,Nikon,2020-12-18
15,34,46,7,FALSE,Panasonic,2020-12-18
15,66,122,9,TRUE,Canon,2020-12-18
15,14,157,7,TRUE,Nikon,2020-12-18
15,47,121,5,FALSE,Canon,2020-12-18
15,40,137,2,TRUE,Sony,2020-12-18
15,62,132,9,FALSE,None,2020-12-18
15,149,17,9,TRUE,Canon,2020-12-18
15,147,158,8,FALSE,None,2020-12-18
15,16,78,2,TRUE,Phone,2020-12-18
15,23,76,3,TRUE,Nikon,2020-12-18
15,172,37,3,FALSE,Panasonic,2020-12-18
15,30,40,3,FALSE,Canon,2020-12-18
15,79,53,7,TRUE,Nikon,2020-12-18
15,168,111,2,TRUE,Phone,2020-12-18
15,14,18,9,FALSE,None,2020-12-18
15,61,129,9,FALSE,Canon,2020-12-18
16,28,69,8,TRUE,Nikon,2021-09-30
16,22,146,5,TRUE,Sony,2021-09-30
16,207,59,5,TRUE,Nikon,2021-09-30
16,191,7,4,TRUE,Nikon,2021-09-30
16,89,168,6,TRUE,Nikon,2021-09-30
16,202,58,9,TRUE,Canon,2021-09-30
16,204,70,7,TRUE,Canon,2021-09-30
16,127,150,5,TRUE,Phone,2021-09-30
16,165,185,2,TRUE,Phone,2021-09-30
16,155,72,9,FALSE,None,2021-09-30
16,41,88,3,FALSE,Panasonic,2021-09-30
16,129,98,5,TRUE,Canon,2021-09-30
16,164,37,4,TRUE,Nikon,2021-09-30
16,38,48,6,TRUE,Phone,2021-09-30
16,29,140,9,TRUE,Nikon,2021-09-30
16,182,86,5,FALSE,Panasonic,2021-09-30
16,153,48,11,FALSE,None,2021-09-30
16,198,112,5,TRUE,Canon,2021-09-30
16,27,92,10,TRUE,Phone,2021-09-30
16,109,96,8,FALSE,Canon,2021-09-30
16,120,187,9,TRUE,Sony,2021-09-30
16,33,38,10,FALSE,Canon,2021-09-30
16,141,119,8,FALSE,Canon,2021-09-30
16,99,4,2,TRUE,Canon,2021-09-30
16,73,102,5,TRUE,Sony,2021-09-30
16,107,74,10,TRUE,Phone,2021-09-30
16,149,19,8,FALSE,Canon,2021-09-30
16,64,64,6,FALSE,Panasonic,2021-09-30
16,195,165,7,FALSE,Canon,2021-09-30
16,62,77,6,TRUE,Nikon,2021-09-30
16,165,118,4,TRUE,Phone,2021-09-30
16,120,31,9,TRUE,Nikon,2021-09-30
16,158,173,5,TRUE,Canon,2021-09-30
16,188,114,6,FALSE,Canon,2021-09-30
16,130,158,3,TRUE,Phone,2021-09-30
16,92,116,5,TRUE,Nikon,2021-09-30
16,139,86,8,TRUE,Phone,2021-09-30
17,30,81,6,FALSE,None,2017-05-01
17,64,187,6,FALSE,Panasonic,2017-05-01
17,36,152,7,TRUE,Nikon,2017-05-01
17,173,58,1,TRUE,Phone,2017-05-01
17,146,167,8,FALSE,Canon,2017-05-01
17,126,30,3,TRUE,Nikon,2017-05-01
17,107,124,7,TRUE,Phone,2017-05-01
17,50,99,10,TRUE,Nikon,2017-05-01
17,80,141,3,TRUE,Nikon,2017-05-01
17,7,83,4,TRUE,Canon,2017-05-01
17,212,110,9,TRUE,Nikon,2017-05-01
17,207,10,8,TRUE,Nikon,2017-05-01
17,49,47,10,FALSE,None,2017-05-01
17,150,108,10,FALSE,Nikon,2017-05-01
17,44,79,8,FALSE,Panasonic,2017-05-01
17,6,7,10,FALSE,Panasonic,2017-05-01
17,1,27,10,TRUE,Nikon,2017-05-01
17,184,105,10,FALSE,Canon,2017-05-01
17,93,40,7,TRUE,Sony,2017-05-01
17,101,9,5,TRUE,Phone,2017-05-01
17,157,107,1,FALSE,Canon,2017-05-01
17,82,8,2,FALSE,Canon,2017-05-01
17,161,79,8,FALSE,None,2017-05-01
17,10,162,4,FALSE,None,2017-05-01
17,151,165,7,FALSE,Canon,2017-05-01
17,107,152,7,TRUE,Phone,2017-05-01
17,182,146,6,TRUE,Nikon,2017-05-01
18,107,110,9,FALSE,Nikon,2018-04-10
18,209,112,10,TRUE,Nikon,2018-04-10
18,184,104,4,TRUE,Canon,2018-04-10
18,129,125,2,TRUE,Phone,2018-04-10
18,66,71,10,TRUE,Canon,2018-04-10
18,181,104,2,TRUE,Nikon,2018-04-10
18,183,133,2,TRUE,Canon,2018-04-10
18,214,46,3,FALSE,Canon,2018-04-10
18,189,149,6,TRUE,Phone,2018-04-10
18,9,176,2,FALSE,Panasonic,2018-04-10
18,184,27,10,FALSE,Canon,2018-04-10
18,123,11,9,FALSE,Canon,2018-04-10
18,92,101,11,FALSE,Canon,2018-04-10
18,208,27,11,TRUE,Canon,2018-04-10
18,114,38,4,TRUE,Nikon,2018-04-10
18,162,135,3,TRUE,Nikon,2018-04-10
18,162,23,2,FALSE,None,2018-04-10
18,81,101,2,TRUE,Canon,2018-04-10
18,157,4,7,TRUE,Nikon,2018-04-10
18,86,163,4,TRUE,Canon,2018-04-10
18,199,180,6,FALSE,Panasonic,2018-04-10
18,187,14,3,TRUE,Canon,2018-04-10
18,165,159,3,TRUE,Canon,2018-04-10
18,173,6,2,TRUE,Nikon,2018-04-10
18,16,76,8,TRUE,Canon,2018-04-10
18,110,77,9,FALSE,Canon,2018-04-10
19,90,116,2,TRUE,Canon,2018-07-14
19,66,73,6,FALSE,Panasonic,2018-07-14
19,67,122,3,TRUE,Canon,2018-07-14
19,3,68,8,FALSE,None,2018-07-14
19,92,93,5,FALSE,None,2018-07-14
19,51,175,5,TRUE,Nikon,2018-07-14
19,76,173,9,TRUE,Phone,2018-07-14
19,145,45,10,FALSE,Canon,2018-07-14
19,170,80,5,FALSE,Nikon,2018-07-14
19,102,144,10,FALSE,Nikon,2018-07-14
19,70,164,9,FALSE,Canon,2018-07-14
19,191,114,10,TRUE,Nikon,2018-07-14
19,162,143,8,FALSE,Canon,2018-07-14
19,13,121,7,TRUE,Nikon,2018-07-14
19,170,135,7,TRUE,Phone,2018-07-14
19,26,32,11,FALSE,Panasonic,2018-07-14
19,124,66,3,TRUE,Canon,2018-07-14
19,17,24,9,TRUE,Phone,2018-07-14
19,62,143,5,FALSE,Phone,2018-07-14
19,56,150,10,TRUE,Nikon,2018-07-14
19,44,131,5,FALSE,Nikon,2018-07-14
19,150,185,4,TRUE,Sony,2018-07-14
19,64,119,10,TRUE,Phone,2018-07-14
19,59,110,7,FALSE,Canon,2018-07-14
19,19,51,8,TRUE,Nikon,2018-07-14
19,175,8,5,TRUE,Phone,2018-07-14
19,74,183,9,TRUE,Canon,2018-07-14
19,142,94,7,TRUE,Nikon,2018-07-14
19,103,11,5,FALSE,Canon,2018-07-14
19,133,95,3,TRUE,Phone,2018-07-14
19,144,42,5,TRUE,Phone,2018-07-14
19,136,48,9,TRUE,Nikon,2018-07-14
19,123,51,3,TRUE,Canon,2018-07-14
19,86,52,9,TRUE,Phone,2018-07-14
19,112,126,5,FALSE,Canon,2018-07-14
19,146,69,2,TRUE,Canon,2018-07-14
19,74,40,3,FALSE,None,2018-07-14
20,59,127,5,FALSE,Canon,2019-12-28
20,18,185,2,TRUE,Nikon,2019-12-28
20,25,9,2,TRUE,Nikon,2019-12-28
20,69,41,1,TRUE,Sony,2019-12-28
20,194,130,3,FALSE,Canon,2019-12-28
20,58,165,8,TRUE,Nikon,2019-12-28
20,171,176,8,TRUE,Nikon,2019-12-28
20,111,161,7,FALSE,Nikon,2019-12-28
20,56,8,4,TRUE,Nikon,2019-12-28
20,177,164,8,TRUE,Phone,2019-12-28
20,74,2,7,TRUE,Sony,2019-12-28
20,54,136,3,TRUE,Phone,2019-12-28
20,117,162,4,TRUE,Sony,2019-12-28
20,15,171,5,FALSE,Canon,2019-12-28
20,33,139,7,FALSE,Canon,2019-12-28
20,8,165,10,FALSE,Phone,2019-12-28
20,60,38,2,TRUE,Canon,2019-12-28
20,195,38,7,FALSE,Panasonic,2019-12-28
20,109,98,8,TRUE,Nikon,2019-12-28
20,152,28,4,TRUE,Canon,2019-12-28
20,112,26,10,TRUE,Sony,2019-12-28
20,71,55,1,TRUE,Sony,2019-12-28
20,24,37,11,FALSE,Panasonic,2019-12-28
20,88,154,10,TRUE,Sony,2019-12-28
20,174,143,8,FALSE,Panasonic,2019-12-28
20,108,133,5,FALSE,Canon,2019-12-28
20,119,153,1,TRUE,Canon,2019-12-28
20,19,61,4,FALSE,Panasonic,2019-12-28
21,21,178,8,TRUE,Nikon,2020-01-05
21,164,48,7,FALSE,Canon,2020-01-05
21,91,54,3,FALSE,Phone,2020-01-05
21,130,59,6,FALSE,None,2020-01-05
21,147,136,11,TRUE,Nikon,2020-01-05
21,189,139,2,FALSE,Canon,2020-01-05
21,153,165,8,TRUE,Phone,2020-01-05
21,54,158,5,TRUE,Sony,2020-01-05
21,26,146,7,TRUE,Nikon,2020-01-05
21,91,193,9,TRUE,Canon,2020-01-05
21,132,51,9,TRUE,Sony,2020-01-05
21,3,21,4,FALSE,Panasonic,2020-01-05
21,19,126,9,TRUE,Nikon,2020-01-05
21,106,172,8,TRUE,Nikon,2020-01-05
21,193,3,10,TRUE,Sony,2020-01-05
21,148,118,5,TRUE,Phone,2020-01-05
21,188,95,10,TRUE,Nikon,2020-01-05
21,52,123,2,TRUE,Nikon,2020-01-05
21,189,161,11,FALSE,Canon,2020-01-05
21,33,179,7,TRUE,Sony,2020-01-05
21,157,45,7,TRUE,Phone,2020-01-05
21,144,71,8,TRUE,Sony,2020-01-05
21,128,89,7,TRUE,Canon,2020-01-05
21,177,90,4,FALSE,Canon,2020-01-05
21,28,147,6,FALSE,None,2020-01-05
21,73,182,6,TRUE,Nikon,2020-01-05
21,59,130,10,FALSE,None,2020-01-05
21,60,106,10,TRUE,Phone,2020-01-05
21,119,158,6,TRUE,Canon,2020-01-05
22,25,75,10,TRUE,Phone,2020-09-24
22,129,147,6,FALSE,Canon,2020-09-24
22,205,103,4,TRUE,Sony,2020-09-24
22,92,122,9,TRUE,Sony,2020-09-24
22,181,134,6,FALSE,None,2020-09-24
22,151,60,7,TRUE,Phone,2020-09-24
22,55,133,9,FALSE,None,2020-09-24
22,108,130,4,TRUE,Phone,2020-09-24
